escola;sexo;idade;endereco;tam_familia;status_pais;esc_mae;esc_pai;trab_mae;trab_pai;motivo_escola;responsavel;tempo_viagem;tempo_estudo;reprovacoes;apoio_escola;apoio_familia;aula_paga;atividades;creche;sup_desejado;internet;namoro;rel_familia;tempo_livre;sair_amigos;alcool_semana;alcool_fds;saude;faltas;nota1;nota2;nota_final
GP;M;16;U;GT3;T;3;4;outro;outro;curso;pai;3;1;1;0;1;0;1;0;1;1;0;3;4;5;2;4;2;4;9;9;10
GP;M;16;U;GT3;T;1;0;outro;outro;reputacao;mae;2;2;0;0;1;0;1;1;1;1;1;4;3;2;1;1;3;0;16;17;18
GP;M;17;U;LE3;T;4;4;professora;outro;reputacao;mae;1;2;0;0;1;0;1;1;1;1;0;4;4;4;1;3;5;0;11;9;10
GP;F;16;U;GT3;T;1;3;casa;servicos;casa;mae;1;2;0;0;0;0;1;0;1;1;1;4;3;5;1;1;3;0;14;13;13
GP;F;16;U;LE3;T;3;3;outro;outro;reputacao;mae;2;2;0;0;1;0;1;1;1;1;0;4;4;5;1;1;4;0;14;14;15
GP;M;17;U;LE3;T;4;3;professora;outro;curso;mae;2;2;0;0;0;0;1;1;1;1;0;4;4;4;4;4;4;0;10;11;11
GP;F;16;U;GT3;T;2;2;servicos;outro;reputacao;mae;2;2;0;0;0;0;1;0;1;1;0;3;4;4;1;4;5;0;13;12;14
GP;M;17;U;GT3;T;3;3;outro;outro;reputacao;pai;1;2;0;0;0;0;1;0;1;1;0;4;3;4;1;4;4;4;11;9;10
GP;M;16;R;GT3;T;4;2;professora;servicos;outro;mae;1;1;0;0;1;0;1;1;1;1;1;4;3;3;3;4;3;8;10;9;11
GP;M;17;U;GT3;T;4;3;outro;outro;curso;mae;1;2;0;0;1;1;1;1;1;1;1;5;2;3;1;1;2;4;11;11;13
GP;M;16;U;GT3;T;4;3;professora;outro;casa;mae;1;2;0;0;1;1;1;1;1;1;0;3;4;3;2;3;3;4;11;10;11
GP;M;16;U;GT3;T;3;3;servicos;outro;casa;mae;1;2;0;0;0;0;1;1;1;1;1;4;2;3;1;2;3;0;11;12;13
GP;F;17;U;GT3;T;2;4;servicos;servicos;reputacao;pai;1;2;0;0;1;0;1;1;1;0;0;5;4;2;2;3;5;0;17;18;17
GP;F;17;U;LE3;T;3;3;outro;outro;reputacao;mae;1;2;0;0;1;0;1;1;1;1;1;5;3;3;2;3;1;32;14;13;14
GP;F;16;U;GT3;T;3;2;outro;outro;reputacao;mae;1;2;0;0;1;0;0;1;1;1;0;1;2;2;1;2;1;8;14;15;16
GP;M;17;U;GT3;T;3;3;servicos;servicos;outro;mae;1;2;0;0;1;0;1;1;1;1;1;4;3;4;2;3;4;6;11;13;14
GP;M;16;U;GT3;T;1;2;servicos;servicos;outro;mae;1;1;0;0;1;0;1;1;1;1;1;3;3;3;1;2;3;0;10;9;11
GP;M;16;U;LE3;T;2;1;outro;outro;curso;mae;1;2;0;0;0;0;1;1;1;1;1;4;2;3;1;2;5;0;13;14;16
GP;F;17;U;GT3;A;3;3;saude;outro;reputacao;mae;1;2;0;0;1;0;0;0;1;1;1;3;3;3;1;3;3;10;12;13;14
GP;M;17;R;GT3;T;1;2;casa;outro;casa;mae;1;2;0;0;0;0;0;1;1;0;0;3;1;3;1;5;3;6;9;9;10
GP;F;16;U;GT3;T;2;3;servicos;servicos;curso;mae;1;2;0;0;0;0;0;1;1;1;0;4;3;3;1;1;2;6;12;12;13
GP;F;17;U;GT3;T;1;1;casa;servicos;curso;mae;1;2;0;0;0;0;1;1;1;1;0;5;3;3;1;1;3;0;12;11;12
GP;M;17;U;GT3;T;1;2;casa;servicos;outro;outro;2;2;0;0;0;0;1;0;1;1;0;4;4;4;4;5;5;16;10;11;12
GP;M;16;R;GT3;T;3;3;servicos;servicos;reputacao;mae;1;1;0;0;1;0;1;1;1;1;0;4;3;2;3;4;5;0;11;10;10
GP;M;16;U;GT3;T;2;3;outro;outro;casa;pai;2;1;0;0;0;0;0;1;1;1;0;5;3;3;1;1;3;0;13;12;12
GP;F;17;U;LE3;T;2;4;servicos;servicos;curso;pai;1;2;0;0;0;0;1;1;1;1;1;4;3;2;1;1;5;8;14;15;16
GP;M;17;U;GT3;T;4;4;servicos;professora;casa;mae;1;1;0;0;0;0;0;1;1;1;0;5;2;3;1;2;5;4;13;13;14
GP;M;16;R;LE3;T;3;3;professora;outro;casa;pai;3;1;0;0;1;0;1;1;1;1;0;3;3;4;3;5;3;16;10;11;12
GP;F;17;U;GT3;T;4;4;servicos;professora;casa;mae;2;1;1;0;1;0;0;1;1;1;0;4;2;4;2;3;2;30;14;15;16
GP;F;16;U;LE3;T;4;4;professora;professora;reputacao;mae;1;2;0;0;1;0;0;1;1;1;0;4;5;2;1;2;3;0;11;10;11
GP;F;16;U;GT3;T;4;3;saude;outro;casa;mae;1;2;0;0;1;0;1;1;1;1;0;4;3;5;1;5;2;2;14;14;15
GP;F;16;U;GT3;T;2;3;outro;outro;reputacao;mae;1;2;0;1;1;0;1;1;1;0;0;4;4;3;1;3;4;4;11;12;12
GP;F;17;U;GT3;T;1;1;outro;outro;curso;mae;1;2;0;0;1;0;0;0;1;0;0;4;4;4;1;3;1;0;14;15;15
GP;F;17;R;GT3;T;2;2;outro;outro;reputacao;mae;1;1;0;0;1;0;0;1;1;1;0;5;3;2;1;2;3;21;13;13;13
GP;F;16;R;GT3;T;2;2;servicos;servicos;reputacao;mae;2;4;0;0;1;0;1;0;1;1;0;5;3;5;1;1;5;6;13;13;13
GP;F;17;U;GT3;T;3;4;casa;servicos;casa;mae;1;3;1;0;1;1;0;1;1;1;1;4;4;3;3;4;5;14;8;9;8
GP;F;16;U;GT3;A;3;1;servicos;outro;curso;mae;1;2;0;0;1;0;0;1;1;1;0;2;3;3;2;2;4;2;11;11;12
GP;F;16;U;GT3;T;4;3;professora;outro;outro;mae;1;2;0;0;0;0;1;1;1;1;1;1;3;2;1;1;1;4;14;15;15
GP;F;16;U;GT3;T;1;1;casa;outro;casa;mae;2;1;0;0;1;0;0;1;1;0;0;4;3;2;1;4;5;2;12;13;13
GP;F;17;R;GT3;T;4;3;professora;outro;reputacao;mae;2;3;0;0;1;0;1;1;1;1;1;4;4;2;1;1;4;0;11;12;12
GP;F;19;U;GT3;T;3;3;outro;outro;reputacao;outro;1;4;0;0;1;0;1;1;1;1;0;4;3;3;1;2;3;4;12;12;12
GP;M;17;U;LE3;T;4;4;servicos;outro;casa;mae;1;2;0;0;1;0;0;1;1;1;1;5;3;5;4;5;3;15;13;12;12
GP;F;16;U;GT3;A;2;2;outro;outro;reputacao;mae;1;2;0;1;1;0;0;1;1;1;0;3;3;4;1;1;4;0;13;13;13
GP;M;18;U;GT3;T;2;2;servicos;outro;casa;mae;1;2;0;0;1;0;1;1;1;1;0;4;4;4;2;4;5;10;12;11;11
GP;F;17;R;LE3;T;4;4;servicos;outro;outro;mae;1;1;0;0;1;0;0;1;1;0;0;5;2;1;1;2;3;6;12;11;11
GP;F;17;U;LE3;T;3;2;outro;outro;reputacao;mae;2;2;0;0;0;0;0;1;1;1;0;4;4;4;1;3;1;2;14;16;15
GP;F;17;U;GT3;T;4;3;outro;outro;reputacao;mae;1;2;0;0;0;0;0;1;1;1;1;3;4;5;2;4;1;16;11;9;10
GP;M;18;U;LE3;T;3;3;servicos;saude;casa;pai;1;2;0;0;1;0;0;1;1;1;0;3;2;4;2;4;4;10;10;10;10
GP;F;17;U;GT3;T;2;3;casa;outro;casa;pai;2;1;0;0;1;0;0;1;1;0;0;3;3;3;1;4;3;4;12;13;13
GP;F;17;U;GT3;T;2;2;casa;casa;curso;mae;1;3;0;0;1;0;1;1;1;1;0;4;3;3;1;1;4;0;12;12;13
GP;F;17;R;GT3;T;2;1;casa;servicos;reputacao;mae;2;2;0;0;1;0;1;1;1;1;0;4;2;5;1;2;5;0;11;10;11
GP;F;17;U;GT3;T;1;1;casa;outro;reputacao;mae;1;3;0;0;1;0;1;1;1;0;1;4;3;4;1;1;5;12;12;12;12
GP;F;16;U;GT3;T;2;3;servicos;professora;outro;mae;1;2;0;1;0;0;0;1;1;1;0;2;3;1;1;1;3;0;13;13;14
GP;M;18;U;GT3;T;2;2;outro;outro;casa;mae;2;2;3;0;1;1;0;1;1;1;0;3;3;3;5;5;4;9;10;9;10
GP;F;16;U;GT3;T;4;4;professora;servicos;casa;mae;1;3;0;0;1;0;1;0;1;1;0;5;3;2;1;1;5;4;15;16;16
GP;F;18;R;GT3;T;3;1;outro;outro;reputacao;mae;1;2;0;0;0;0;1;1;1;1;1;5;3;3;1;1;4;4;8;8;8
GP;F;17;U;GT3;T;3;2;outro;outro;curso;mae;1;2;0;0;0;0;1;0;1;1;0;5;3;4;1;3;3;2;17;18;17
GP;M;17;U;LE3;T;2;3;servicos;servicos;reputacao;pai;1;2;0;0;1;0;0;0;1;1;0;5;3;3;1;3;3;0;10;11;11
GP;M;18;U;LE3;T;2;1;casa;outro;curso;mae;4;2;0;1;1;0;1;1;1;1;1;4;3;2;4;5;3;2;9;10;11
GP;F;17;U;GT3;A;2;1;outro;outro;curso;mae;2;3;0;0;0;0;1;1;1;1;1;3;2;3;1;2;3;0;15;15;16
GP;F;17;U;LE3;T;4;3;saude;outro;reputacao;pai;1;2;0;0;0;0;1;1;1;1;1;3;2;3;1;2;3;0;14;12;12
GP;M;17;R;GT3;T;2;2;outro;outro;curso;pai;2;2;0;0;1;0;1;1;1;1;0;4;5;2;1;1;1;0;12;13;13
GP;M;17;U;GT3;T;4;4;professora;professora;reputacao;mae;1;2;0;1;1;0;1;1;1;1;1;4;5;5;1;3;2;0;13;13;13
GP;M;16;U;GT3;T;4;4;saude;outro;reputacao;pai;1;2;0;0;1;0;1;1;1;1;0;4;2;4;2;4;1;0;13;13;14
GP;M;16;U;LE3;T;1;1;outro;outro;casa;mae;2;2;0;0;1;0;0;1;1;1;0;3;4;2;1;1;5;2;9;9;9
GP;M;16;U;GT3;T;3;2;casa;outro;reputacao;mae;2;3;0;0;0;0;1;1;1;1;1;5;3;3;1;3;2;0;12;12;12
GP;M;17;U;LE3;T;2;2;outro;outro;casa;pai;1;2;0;0;0;0;1;0;1;1;1;4;4;2;5;5;4;0;16;16;16
GP;F;16;U;GT3;T;2;1;outro;outro;casa;mae;1;1;0;0;0;0;0;1;1;1;1;4;5;2;1;1;5;4;9;10;10
GP;F;16;U;GT3;A;4;1;outro;outro;casa;mae;1;2;0;0;0;0;1;1;1;1;1;5;3;3;1;2;5;0;14;13;13
GP;F;18;U;LE3;A;2;4;servicos;outro;curso;mae;2;2;1;0;1;0;0;1;1;1;0;4;3;3;1;1;3;18;10;10;10
GP;F;18;U;LE3;T;2;2;casa;servicos;curso;mae;1;2;1;0;1;0;0;0;1;1;1;5;3;1;1;1;5;16;9;8;10
GP;F;18;U;GT3;T;3;3;outro;outro;curso;mae;2;1;1;0;0;0;0;1;0;1;0;4;1;1;1;1;3;14;8;7;7
GP;M;18;U;GT3;T;2;2;outro;casa;curso;outro;1;1;1;0;1;0;1;0;0;1;1;4;4;3;2;2;1;26;7;8;8
GP;M;17;U;GT3;T;4;4;professora;professora;curso;mae;1;1;0;0;1;0;1;0;1;1;0;4;2;1;1;2;5;6;10;8;9
GP;F;17;U;GT3;T;3;2;outro;outro;curso;pai;1;2;0;0;0;0;1;1;1;0;0;5;4;2;1;1;3;4;14;14;15
GP;F;17;U;LE3;T;1;1;casa;casa;curso;mae;1;3;0;0;1;0;1;1;1;1;1;4;3;2;1;2;4;10;11;10;10
GP;F;16;U;GT3;T;1;2;outro;outro;curso;mae;1;1;0;0;0;0;0;1;0;1;0;5;3;5;1;2;5;4;12;11;11
GP;F;17;R;GT3;T;2;1;casa;servicos;curso;mae;3;2;0;0;0;0;1;1;1;0;0;2;1;1;1;1;3;2;13;13;13
GP;F;17;R;LE3;A;1;4;outro;outro;curso;outro;4;1;1;0;1;0;0;1;1;1;0;5;5;4;1;1;5;14;9;9;8
GP;M;18;U;GT3;T;2;2;outro;servicos;reputacao;pai;1;2;0;0;0;0;0;1;0;1;0;5;5;4;3;5;2;16;8;7;8
GP;F;17;U;LE3;A;2;2;outro;outro;casa;mae;1;1;1;0;1;0;0;0;0;1;0;3;1;2;1;1;1;8;11;9;10
GP;F;17;R;LE3;T;1;1;casa;outro;curso;mae;2;3;0;0;0;0;1;1;1;1;0;4;3;3;1;3;5;4;15;14;15
GP;F;17;U;LE3;A;4;2;professora;outro;curso;mae;1;2;0;0;1;0;1;1;1;0;0;4;3;2;1;1;4;4;15;14;14
GP;M;17;U;LE3;T;4;3;saude;outro;curso;mae;2;2;0;0;0;0;1;1;1;1;1;2;5;5;1;4;5;8;15;15;15
GP;M;17;R;LE3;A;4;4;professora;outro;curso;mae;2;2;0;0;1;0;0;1;1;1;0;3;3;3;2;3;4;0;12;12;12
GP;M;16;U;LE3;T;4;3;professora;outro;curso;mae;1;1;0;0;0;0;1;0;1;1;0;5;4;5;1;1;3;7;14;14;15
GP;M;16;U;GT3;T;4;4;servicos;servicos;curso;mae;1;1;0;0;0;1;1;1;1;1;0;5;3;2;1;2;5;4;14;15;15
GP;F;17;U;GT3;T;4;4;professora;servicos;curso;mae;1;2;0;0;1;1;0;1;1;1;1;5;3;1;1;4;5;2;11;11;12
GP;M;17;R;GT3;T;1;1;outro;outro;casa;pai;2;3;0;0;0;0;0;0;1;1;1;4;3;3;1;1;1;2;13;14;15
GP;F;17;U;GT3;T;3;3;servicos;outro;casa;mae;2;3;0;0;1;0;0;1;1;1;1;4;2;2;2;3;5;10;11;11;11
GP;F;17;U;GT3;T;1;1;casa;outro;curso;mae;1;2;0;1;0;0;0;0;1;0;1;4;3;2;1;1;4;10;10;9;10
GP;F;18;U;GT3;T;2;1;outro;outro;curso;outro;2;3;0;0;1;0;0;0;1;1;1;4;4;4;1;1;3;10;12;10;11
GP;M;16;U;GT3;T;2;1;outro;outro;curso;mae;3;1;0;0;0;0;0;1;1;1;0;4;3;3;1;1;4;7;15;16;16
GP;F;17;U;GT3;T;1;1;outro;servicos;curso;pai;1;2;0;0;1;0;0;1;1;0;0;4;3;4;1;2;5;4;11;10;11
GP;M;17;U;GT3;T;2;3;outro;outro;curso;pai;2;1;0;0;0;0;0;1;1;1;0;5;2;2;1;1;2;2;9;12;13
GP;M;22;U;GT3;T;3;1;servicos;servicos;outro;mae;1;1;3;0;0;0;0;0;0;1;1;5;4;5;5;5;1;12;7;8;5
GP;M;18;R;LE3;T;3;3;outro;servicos;curso;mae;1;2;0;0;1;0;0;1;1;1;1;4;3;3;1;3;5;8;10;9;10
GP;M;16;U;GT3;T;0;2;outro;outro;outro;mae;1;1;0;0;0;0;0;0;1;1;0;4;3;2;2;4;5;0;11;12;11
GP;M;18;U;GT3;T;3;2;servicos;outro;curso;mae;2;1;0;0;0;0;0;1;0;1;0;4;4;5;2;4;5;8;7;8;7
GP;M;16;U;GT3;T;3;3;casa;outro;reputacao;outro;3;2;1;1;1;0;0;0;1;1;0;5;3;3;1;3;2;4;9;11;10
GP;M;18;U;GT3;T;2;1;servicos;servicos;outro;mae;1;1;2;0;0;0;0;0;0;1;0;3;2;5;2;5;5;4;7;8;6
GP;M;16;R;GT3;T;2;1;outro;outro;curso;mae;2;1;0;0;0;0;1;0;1;0;0;3;3;2;1;3;3;2;14;13;12
GP;M;17;R;GT3;T;2;1;outro;outro;curso;mae;1;1;0;0;0;0;0;0;1;1;0;4;4;2;2;4;5;0;12;12;13
GP;M;17;U;LE3;T;1;1;saude;outro;curso;mae;2;1;1;0;1;0;1;1;1;1;0;4;4;4;1;2;5;0;9;10;10
GP;F;18;U;LE3;A;2;1;outro;outro;curso;mae;1;2;0;0;1;0;0;0;1;1;1;4;3;4;1;3;5;2;12;12;13
GP;F;17;U;LE3;T;4;2;professora;servicos;reputacao;mae;1;4;0;0;1;0;1;1;1;1;0;4;2;3;1;1;4;2;14;15;17
GP;F;19;U;GT3;T;2;2;servicos;servicos;casa;mae;1;2;0;0;1;0;0;1;1;1;0;4;3;3;1;1;5;0;10;10;11
GP;M;18;U;LE3;T;2;1;servicos;outro;curso;mae;3;2;1;0;0;0;1;0;0;1;0;4;4;5;4;4;5;4;11;10;11
GP;F;17;R;GT3;T;4;2;outro;outro;curso;mae;1;3;0;0;1;0;1;1;1;1;0;4;3;4;1;3;5;2;11;12;14
GP;F;18;U;LE3;T;1;1;outro;casa;casa;mae;1;3;0;0;1;0;0;0;1;0;0;4;4;3;2;3;3;4;11;12;14
GP;F;18;R;GT3;T;2;2;outro;outro;casa;mae;1;2;0;1;0;0;0;1;1;0;0;3;2;3;1;1;5;4;11;11;13
GP;M;19;U;LE3;A;4;3;servicos;casa;reputacao;mae;1;2;0;0;1;0;0;1;1;1;0;4;3;1;1;1;1;4;11;13;14
GP;M;18;U;GT3;T;2;1;outro;outro;casa;mae;1;2;0;0;0;0;1;1;1;1;0;5;2;4;1;2;4;2;16;16;16
GP;M;17;R;GT3;T;2;2;outro;servicos;outro;mae;2;1;0;0;0;0;0;0;0;0;0;5;2;2;1;1;4;0;9;10;10
GP;F;17;U;LE3;T;2;2;servicos;servicos;curso;pai;1;4;0;0;0;0;1;1;1;1;1;3;4;1;1;1;2;2;10;11;12
GP;F;20;R;GT3;T;2;1;outro;outro;curso;outro;2;2;0;0;1;1;1;1;0;1;1;1;2;3;1;2;2;8;10;12;12
GP;F;18;U;GT3;T;4;3;servicos;outro;casa;pai;1;2;0;0;1;0;0;1;1;1;1;3;1;2;1;3;2;2;15;15;15
GP;M;18;U;GT3;T;4;3;professora;outro;curso;mae;1;2;0;0;1;0;0;0;1;1;0;4;3;2;1;1;3;2;10;10;11
GP;M;18;R;GT3;T;3;2;outro;outro;curso;mae;1;3;0;0;0;0;1;0;1;0;0;5;3;2;1;1;3;2;10;11;12
GP;F;17;U;GT3;T;3;3;outro;outro;casa;mae;1;3;0;0;0;0;1;0;1;0;0;3;2;3;1;1;4;2;15;12;13
GP;F;18;U;GT3;T;2;2;casa;servicos;casa;mae;1;3;0;0;1;0;1;1;1;1;1;4;3;3;1;1;3;0;11;12;13
GP;M;17;U;GT3;T;2;2;outro;outro;casa;pai;2;1;0;0;0;0;0;1;0;1;0;4;4;4;2;3;4;8;8;8;9
GP;M;18;R;LE3;A;3;4;outro;outro;reputacao;mae;2;2;0;0;1;0;1;1;1;1;0;4;2;5;3;4;1;6;15;16;16
GP;M;17;U;GT3;T;3;1;servicos;outro;outro;mae;1;2;0;0;0;0;1;1;1;1;1;5;4;4;3;4;5;0;11;11;14
GP;F;18;R;GT3;T;4;4;professora;outro;reputacao;mae;2;2;0;0;0;0;1;1;1;1;0;4;3;4;2;2;4;8;10;11;12
GP;M;18;U;GT3;T;4;2;saude;outro;reputacao;pai;1;2;0;0;1;0;1;1;1;1;1;5;4;5;1;3;5;4;10;12;14
GP;F;18;R;GT3;T;2;1;outro;outro;reputacao;mae;2;2;0;0;1;0;0;1;0;1;1;4;3;5;1;2;3;12;8;9;10
GP;F;19;U;GT3;T;3;3;outro;servicos;casa;outro;1;2;0;0;1;0;1;1;1;1;0;4;3;5;3;3;5;16;11;12;12
GP;F;18;U;GT3;T;2;3;outro;servicos;reputacao;pai;1;4;0;0;1;0;1;1;1;1;1;4;5;5;1;3;2;10;16;16;16
GP;F;18;U;LE3;T;1;1;outro;outro;casa;mae;2;2;0;0;1;0;0;0;1;0;0;4;4;3;1;1;3;2;13;13;13
GP;M;17;R;GT3;T;1;2;casa;casa;casa;mae;1;2;0;0;1;0;1;0;1;0;1;3;5;2;2;2;1;2;16;17;18
GP;F;18;U;GT3;T;2;1;outro;outro;casa;mae;1;2;0;0;1;0;0;1;1;1;1;4;2;5;1;2;1;8;14;14;15
GP;F;17;U;GT3;T;2;4;casa;saude;reputacao;mae;2;2;0;0;1;0;0;1;1;1;1;4;3;3;1;1;1;6;15;16;16
GP;F;17;U;LE3;T;2;2;servicos;outro;curso;mae;2;2;0;1;1;0;0;1;1;1;1;4;4;4;2;3;5;6;12;12;12
GP;F;18;R;GT3;A;3;2;outro;servicos;casa;mae;2;2;0;0;0;0;0;0;0;1;1;4;1;1;1;1;5;15;12;9;10
GP;M;18;U;GT3;T;4;4;professora;servicos;casa;mae;2;1;0;0;0;0;1;1;1;1;0;3;2;4;1;4;3;6;11;12;12
GP;F;18;U;GT3;T;4;4;saude;saude;reputacao;pai;1;2;1;1;1;0;1;1;1;1;1;2;4;4;1;1;4;2;14;12;13
GP;F;17;U;GT3;T;2;2;outro;servicos;reputacao;pai;3;3;0;0;1;0;0;1;1;1;1;4;2;3;1;1;1;8;13;15;15
GP;F;19;R;GT3;T;3;2;servicos;servicos;reputacao;pai;1;2;1;1;1;0;0;1;0;1;0;3;3;3;4;3;3;0;9;8;10
GP;M;18;U;LE3;T;4;3;professora;servicos;curso;mae;2;1;0;0;0;0;1;1;1;1;0;4;2;3;1;2;1;0;10;10;10
GP;M;18;U;GT3;T;1;2;casa;outro;casa;outro;2;1;0;0;0;0;0;0;0;1;0;3;4;4;2;4;4;10;10;10;11
GP;M;17;U;LE3;A;4;1;servicos;outro;casa;mae;2;1;0;0;0;0;1;1;1;1;1;4;5;4;2;4;5;22;11;11;10
GP;M;17;U;LE3;A;3;2;professora;servicos;casa;mae;1;1;0;0;0;0;0;1;1;1;0;4;4;4;3;4;3;18;13;13;13
GP;F;18;R;LE3;T;1;1;casa;outro;reputacao;mae;2;4;0;0;1;0;1;1;1;0;0;5;2;2;1;1;3;2;17;17;18
GP;F;18;U;GT3;T;1;1;outro;outro;casa;mae;2;2;0;1;0;0;1;1;1;1;0;5;4;4;1;1;4;0;12;13;13
GP;F;17;U;GT3;T;2;2;outro;outro;curso;mae;1;2;0;0;1;0;0;0;1;1;0;5;4;5;1;2;5;12;12;12;14
GP;F;18;U;GT3;T;2;1;outro;outro;reputacao;mae;2;2;0;0;0;0;1;1;1;1;1;4;3;1;1;1;5;10;12;13;14
GP;M;17;U;GT3;T;1;1;outro;outro;reputacao;pai;1;2;0;0;0;0;0;0;1;1;0;4;3;3;1;2;4;0;12;12;12
GP;F;18;U;GT3;T;2;2;casa;casa;outro;mae;1;3;0;0;1;0;0;1;1;1;0;4;3;3;1;2;2;0;18;18;18
GP;F;17;U;GT3;T;1;1;servicos;professora;reputacao;mae;1;3;0;0;1;0;0;1;1;1;0;4;3;3;1;1;3;0;13;13;14
GP;M;18;U;GT3;T;2;1;servicos;servicos;reputacao;mae;1;3;0;0;0;0;1;1;1;1;0;4;2;4;1;3;2;0;14;15;15
GP;M;18;U;LE3;A;4;4;professora;professora;reputacao;mae;1;2;0;0;1;0;1;1;1;1;0;5;4;3;1;1;2;0;17;17;17
GP;M;18;U;GT3;T;4;2;professora;outro;casa;mae;1;2;0;0;1;0;1;1;1;1;1;4;3;2;1;4;5;2;15;16;16
GP;F;17;U;GT3;T;4;3;saude;servicos;reputacao;mae;1;3;0;0;1;0;0;1;1;1;0;4;2;2;1;2;3;0;17;18;18
GP;F;17;R;LE3;T;3;1;servicos;outro;reputacao;mae;2;4;0;0;1;0;0;1;1;0;0;3;1;2;1;1;3;0;18;19;19
GP;M;18;R;LE3;T;3;2;servicos;outro;reputacao;mae;2;3;0;0;1;0;1;1;1;1;0;5;4;2;1;1;4;0;14;15;15
GP;M;17;U;GT3;T;3;3;saude;outro;casa;mae;1;1;0;0;1;0;0;1;1;1;0;4;4;3;1;3;5;0;14;15;15
GP;F;19;U;GT3;T;4;4;saude;outro;reputacao;outro;2;2;0;0;1;0;1;1;1;1;0;2;3;4;2;3;2;2;14;13;13
GP;F;18;U;LE3;T;4;3;outro;outro;casa;outro;2;2;0;0;1;0;0;1;1;1;1;4;4;5;1;2;2;0;13;14;14
GP;F;18;U;GT3;T;4;3;outro;outro;reputacao;pai;1;4;0;0;1;0;0;1;1;1;0;4;3;3;1;1;3;0;16;17;17
GP;M;18;U;LE3;T;4;4;professora;professora;casa;mae;1;1;0;0;1;0;0;1;1;1;1;1;4;2;2;2;1;0;18;18;17
GP;F;18;U;LE3;A;4;4;saude;outro;casa;mae;1;2;0;0;1;1;0;1;1;1;1;4;2;4;1;1;4;0;14;15;15
GP;M;17;U;LE3;T;4;4;outro;professora;casa;pai;2;1;0;0;0;0;0;1;1;1;0;4;1;1;2;2;5;0;12;13;13
GP;F;17;R;GT3;T;4;4;servicos;servicos;reputacao;mae;2;3;0;0;1;0;1;1;1;1;0;5;3;4;1;1;5;0;7;7;8
GP;F;17;U;GT3;T;4;2;outro;outro;reputacao;mae;2;3;0;0;1;0;0;1;1;1;0;4;3;3;1;1;3;0;16;16;16
GP;F;17;U;GT3;T;3;2;saude;saude;reputacao;pai;1;4;0;0;1;0;1;0;1;1;0;5;2;2;1;2;5;0;18;18;18
GP;M;19;R;LE3;T;2;1;casa;servicos;curso;mae;2;3;1;0;0;0;1;1;1;1;1;4;3;1;1;1;5;0;9;10;11
GP;M;20;U;GT3;A;3;2;servicos;outro;curso;outro;1;1;2;0;0;0;1;1;1;0;0;5;5;3;1;1;5;0;14;15;15
GP;M;19;R;GT3;T;3;3;outro;servicos;reputacao;pai;1;2;0;0;0;0;1;1;1;0;1;4;5;3;1;2;5;0;10;10;11
GP;F;18;U;GT3;T;1;4;outro;professora;casa;mae;1;2;0;1;1;0;0;0;1;0;1;3;4;4;1;2;5;2;10;10;11
GP;F;18;U;GT3;T;2;1;servicos;outro;curso;mae;2;2;0;0;1;0;1;1;1;1;0;5;3;3;1;2;1;2;12;12;15
GP;F;17;U;GT3;T;2;3;outro;outro;curso;pai;2;2;0;0;0;0;1;1;1;1;1;4;2;1;1;1;3;2;11;12;14
GP;F;17;R;GT3;T;4;4;professora;professora;curso;mae;1;1;0;0;0;0;1;1;1;1;0;4;4;4;1;1;5;2;15;16;17
GP;F;18;U;GT3;T;4;3;outro;outro;curso;mae;1;3;0;0;1;0;1;1;1;1;1;4;3;4;1;1;5;2;14;15;17
GP;F;18;U;LE3;T;4;3;saude;servicos;curso;mae;2;1;0;0;1;0;0;1;1;1;0;3;2;4;1;4;1;8;12;12;15
GP;F;17;R;GT3;T;3;4;casa;servicos;curso;pai;1;3;0;0;1;0;1;0;1;1;0;4;3;4;2;5;5;2;15;15;17
GP;F;18;U;GT3;T;3;3;casa;outro;curso;pai;1;2;0;0;1;0;0;1;1;1;0;4;1;4;1;1;3;8;11;12;14
GP;M;19;U;GT3;T;4;2;saude;outro;curso;mae;2;2;0;0;1;0;1;1;1;1;1;5;4;4;1;1;1;9;11;10;10
GP;F;18;U;GT3;T;4;4;professora;outro;curso;mae;1;2;0;0;1;0;0;1;1;1;0;4;4;4;3;3;5;0;12;11;13
GP;F;18;U;GT3;T;3;4;outro;outro;curso;mae;1;1;0;0;1;0;1;1;1;1;1;5;4;4;1;1;1;4;11;12;14
GP;F;17;U;GT3;T;4;4;saude;saude;curso;mae;1;1;0;0;0;0;1;1;1;1;0;5;3;4;1;2;5;2;14;15;17
GP;F;17;U;GT3;A;4;3;servicos;servicos;curso;mae;1;2;0;0;1;0;0;1;1;1;1;5;2;2;1;2;5;14;15;14;17
GP;F;17;U;LE3;A;3;3;servicos;outro;casa;mae;1;2;0;1;1;0;0;1;1;1;0;5;3;3;1;1;5;0;12;12;13
GP;F;17;U;LE3;T;2;1;outro;outro;casa;pai;1;2;0;0;0;0;1;1;1;1;0;4;2;3;2;2;2;2;11;12;14
GP;M;18;U;LE3;T;4;4;outro;outro;reputacao;pai;1;1;0;0;1;0;0;1;1;1;0;4;2;5;3;4;5;2;8;9;11
GP;F;19;U;GT3;T;1;1;outro;outro;curso;outro;3;3;0;0;0;0;1;1;0;0;1;1;5;5;4;3;5;12;10;10;11
